forecast_week,sku_id,dc_id,dc_name,customer,uom,forecast_qty
2026-W25,SKU0061,PA,Pennsylvania DC,Amazon,CASE,6866
2026-W26,SKU0061,PA,Pennsylvania DC,Amazon,CASE,6993
2026-W15,SKU0061,FL,Florida DC,Amazon,CASE,7233
2026-W16,SKU0061,FL,Florida DC,Amazon,CASE,8077
2026-W17,SKU0061,FL,Florida DC,Amazon,CASE,7505
2026-W18,SKU0061,FL,Florida DC,Amazon,CASE,7512
2026-W19,SKU0061,FL,Florida DC,Amazon,CASE,7590
2026-W20,SKU0061,FL,Florida DC,Amazon,CASE,6441
2026-W21,SKU0061,FL,Florida DC,Amazon,CASE,7252
2026-W22,SKU0061,FL,Florida DC,Amazon,CASE,6662
2026-W23,SKU0061,FL,Florida DC,Amazon,CASE,7234
2026-W24,SKU0061,FL,Florida DC,Amazon,CASE,8118
2026-W25,SKU0061,FL,Florida DC,Amazon,CASE,8369
2026-W26,SKU0061,FL,Florida DC,Amazon,CASE,8079
2026-W15,SKU0062,WA,Washington DC,Costco,CASE,14758
2026-W16,SKU0062,WA,Washington DC,Costco,CASE,16465
2026-W17,SKU0062,WA,Washington DC,Costco,CASE,15957
2026-W18,SKU0062,WA,Washington DC,Costco,CASE,17026
2026-W19,SKU0062,WA,Washington DC,Costco,CASE,16079
2026-W20,SKU0062,WA,Washington DC,Costco,CASE,16141
2026-W21,SKU0062,WA,Washington DC,Costco,CASE,16282
2026-W22,SKU0062,WA,Washington DC,Costco,CASE,15873
2026-W23,SKU0062,WA,Washington DC,Costco,CASE,17769
2026-W24,SKU0062,WA,Washington DC,Costco,CASE,16471
2026-W25,SKU0062,WA,Washington DC,Costco,CASE,17265
2026-W26,SKU0062,WA,Washington DC,Costco,CASE,17931
2026-W15,SKU0062,WI,Wisconsin DC,Costco,CASE,15537
2026-W16,SKU0062,WI,Wisconsin DC,Costco,CASE,15936
2026-W17,SKU0062,WI,Wisconsin DC,Costco,CASE,15485
2026-W18,SKU0062,WI,Wisconsin DC,Costco,CASE,14943
2026-W19,SKU0062,WI,Wisconsin DC,Costco,CASE,16242
2026-W20,SKU0062,WI,Wisconsin DC,Costco,CASE,15751
2026-W21,SKU0062,WI,Wisconsin DC,Costco,CASE,16845
2026-W22,SKU0062,WI,Wisconsin DC,Costco,CASE,16858
2026-W23,SKU0062,WI,Wisconsin DC,Costco,CASE,16920
2026-W24,SKU0062,WI,Wisconsin DC,Costco,CASE,16003
2026-W25,SKU0062,WI,Wisconsin DC,Costco,CASE,16784
2026-W26,SKU0062,WI,Wisconsin DC,Costco,CASE,16871
2026-W15,SKU0062,TX,Texas DC,Costco,CASE,16217
2026-W16,SKU0062,TX,Texas DC,Costco,CASE,18115
2026-W17,SKU0062,TX,Texas DC,Costco,CASE,17142
2026-W18,SKU0062,TX,Texas DC,Costco,CASE,19185
2026-W19,SKU0062,TX,Texas DC,Costco,CASE,17017
2026-W20,SKU0062,TX,Texas DC,Costco,CASE,17835
2026-W21,SKU0062,TX,Texas DC,Costco,CASE,19758
2026-W22,SKU0062,TX,Texas DC,Costco,CASE,18757
2026-W23,SKU0062,TX,Texas DC,Costco,CASE,18947
2026-W24,SKU0062,TX,Texas DC,Costco,CASE,18330
2026-W25,SKU0062,TX,Texas DC,Costco,CASE,19225
2026-W26,SKU0062,TX,Texas DC,Costco,CASE,18280
2026-W15,SKU0063,WA,Washington DC,Target,CASE,7178
2026-W16,SKU0063,WA,Washington DC,Target,CASE,7422
2026-W17,SKU0063,WA,Washington DC,Target,CASE,7345
2026-W18,SKU0063,WA,Washington DC,Target,CASE,7706
2026-W19,SKU0063,WA,Washington DC,Target,CASE,7690
2026-W20,SKU0063,WA,Washington DC,Target,CASE,7456
2026-W21,SKU0063,WA,Washington DC,Target,CASE,8185
2026-W22,SKU0063,WA,Washington DC,Target,CASE,8557
2026-W23,SKU0063,WA,Washington DC,Target,CASE,8649
2026-W24,SKU0063,WA,Washington DC,Target,CASE,8754
2026-W25,SKU0063,WA,Washington DC,Target,CASE,7905
2026-W26,SKU0063,WA,Washington DC,Target,CASE,8379
2026-W15,SKU0063,NV,Nevada DC,Target,CASE,8856
2026-W16,SKU0063,NV,Nevada DC,Target,CASE,8230
2026-W17,SKU0063,NV,Nevada DC,Target,CASE,8733
2026-W18,SKU0063,NV,Nevada DC,Target,CASE,9179
2026-W19,SKU0063,NV,Nevada DC,Target,CASE,7641
2026-W20,SKU0063,NV,Nevada DC,Target,CASE,7183
2026-W21,SKU0063,NV,Nevada DC,Target,CASE,7723
2026-W22,SKU0063,NV,Nevada DC,Target,CASE,8280
2026-W23,SKU0063,NV,Nevada DC,Target,CASE,8276
2026-W24,SKU0063,NV,Nevada DC,Target,CASE,9134
2026-W25,SKU0063,NV,Nevada DC,Target,CASE,7889
2026-W26,SKU0063,NV,Nevada DC,Target,CASE,8458
2026-W15,SKU0063,PA,Pennsylvania DC,Target,CASE,9418
2026-W16,SKU0063,PA,Pennsylvania DC,Target,CASE,9648
2026-W17,SKU0063,PA,Pennsylvania DC,Target,CASE,9079
2026-W18,SKU0063,PA,Pennsylvania DC,Target,CASE,9285
2026-W19,SKU0063,PA,Pennsylvania DC,Target,CASE,9168
2026-W20,SKU0063,PA,Pennsylvania DC,Target,CASE,9443
2026-W21,SKU0063,PA,Pennsylvania DC,Target,CASE,10089
2026-W22,SKU0063,PA,Pennsylvania DC,Target,CASE,10140
2026-W23,SKU0063,PA,Pennsylvania DC,Target,CASE,9928
2026-W24,SKU0063,PA,Pennsylvania DC,Target,CASE,10078
2026-W25,SKU0063,PA,Pennsylvania DC,Target,CASE,10578
2026-W26,SKU0063,PA,Pennsylvania DC,Target,CASE,9769
2026-W15,SKU0063,TX,Texas DC,Target,CASE,8656
2026-W16,SKU0063,TX,Texas DC,Target,CASE,9528
2026-W17,SKU0063,TX,Texas DC,Target,CASE,9353
2026-W18,SKU0063,TX,Texas DC,Target,CASE,8868
2026-W19,SKU0063,TX,Texas DC,Target,CASE,8920
2026-W20,SKU0063,TX,Texas DC,Target,CASE,9350
2026-W21,SKU0063,TX,Texas DC,Target,CASE,9281
2026-W22,SKU0063,TX,Texas DC,Target,CASE,9267
2026-W23,SKU0063,TX,Texas DC,Target,CASE,9295
2026-W24,SKU0063,TX,Texas DC,Target,CASE,9218
2026-W25,SKU0063,TX,Texas DC,Target,CASE,9536
2026-W26,SKU0063,TX,Texas DC,Target,CASE,10484
2026-W15,SKU0063,NV,Nevada DC,Amazon,CASE,7380
2026-W16,SKU0063,NV,Nevada DC,Amazon,CASE,7594
2026-W17,SKU0063,NV,Nevada DC,Amazon,CASE,7700
2026-W18,SKU0063,NV,Nevada DC,Amazon,CASE,7910
2026-W19,SKU0063,NV,Nevada DC,Amazon,CASE,7643
2026-W20,SKU0063,NV,Nevada DC,Amazon,CASE,7680
2026-W21,SKU0063,NV,Nevada DC,Amazon,CASE,7765
2026-W22,SKU0063,NV,Nevada DC,Amazon,CASE,7912
2026-W23,SKU0063,NV,Nevada DC,Amazon,CASE,8056
2026-W24,SKU0063,NV,Nevada DC,Amazon,CASE,8027
2026-W25,SKU0063,NV,Nevada DC,Amazon,CASE,7808
2026-W26,SKU0063,NV,Nevada DC,Amazon,CASE,7872
2026-W15,SKU0063,WI,Wisconsin DC,Amazon,CASE,7291
2026-W16,SKU0063,WI,Wisconsin DC,Amazon,CASE,6978
2026-W17,SKU0063,WI,Wisconsin DC,Amazon,CASE,6944
2026-W18,SKU0063,WI,Wisconsin DC,Amazon,CASE,6940
2026-W19,SKU0063,WI,Wisconsin DC,Amazon,CASE,7241
2026-W20,SKU0063,WI,Wisconsin DC,Amazon,CASE,7079
2026-W21,SKU0063,WI,Wisconsin DC,Amazon,CASE,6914
2026-W22,SKU0063,WI,Wisconsin DC,Amazon,CASE,7135
2026-W23,SKU0063,WI,Wisconsin DC,Amazon,CASE,6990
2026-W24,SKU0063,WI,Wisconsin DC,Amazon,CASE,6784
2026-W25,SKU0063,WI,Wisconsin DC,Amazon,CASE,7299
2026-W26,SKU0063,WI,Wisconsin DC,Amazon,CASE,7312
2026-W15,SKU0063,FL,Florida DC,Amazon,CASE,7763
2026-W16,SKU0063,FL,Florida DC,Amazon,CASE,8266
2026-W17,SKU0063,FL,Florida DC,Amazon,CASE,7950
2026-W18,SKU0063,FL,Florida DC,Amazon,CASE,8469
2026-W19,SKU0063,FL,Florida DC,Amazon,CASE,8285
2026-W20,SKU0063,FL,Florida DC,Amazon,CASE,8195
2026-W21,SKU0063,FL,Florida DC,Amazon,CASE,8576
2026-W22,SKU0063,FL,Florida DC,Amazon,CASE,8173
2026-W23,SKU0063,FL,Florida DC,Amazon,CASE,8443
2026-W24,SKU0063,FL,Florida DC,Amazon,CASE,9084
2026-W25,SKU0063,FL,Florida DC,Amazon,CASE,8313
2026-W26,SKU0063,FL,Florida DC,Amazon,CASE,9086
2026-W15,SKU0063,WA,Washington DC,Amazon,CASE,6569
2026-W16,SKU0063,WA,Washington DC,Amazon,CASE,7407
2026-W17,SKU0063,WA,Washington DC,Amazon,CASE,7331
2026-W18,SKU0063,WA,Washington DC,Amazon,CASE,7271
2026-W19,SKU0063,WA,Washington DC,Amazon,CASE,6706
2026-W20,SKU0063,WA,Washington DC,Amazon,CASE,6935
2026-W21,SKU0063,WA,Washington DC,Amazon,CASE,6621
2026-W22,SKU0063,WA,Washington DC,Amazon,CASE,7383
2026-W23,SKU0063,WA,Washington DC,Amazon,CASE,7091
2026-W24,SKU0063,WA,Washington DC,Amazon,CASE,6805
2026-W25,SKU0063,WA,Washington DC,Amazon,CASE,6961
2026-W26,SKU0063,WA,Washington DC,Amazon,CASE,7220
2026-W15,SKU0063,PA,Pennsylvania DC,Amazon,CASE,8065
2026-W16,SKU0063,PA,Pennsylvania DC,Amazon,CASE,8312
2026-W17,SKU0063,PA,Pennsylvania DC,Amazon,CASE,8800
2026-W18,SKU0063,PA,Pennsylvania DC,Amazon,CASE,8546
2026-W19,SKU0063,PA,Pennsylvania DC,Amazon,CASE,9349
2026-W20,SKU0063,PA,Pennsylvania DC,Amazon,CASE,9411
2026-W21,SKU0063,PA,Pennsylvania DC,Amazon,CASE,9564
2026-W22,SKU0063,PA,Pennsylvania DC,Amazon,CASE,9735
2026-W23,SKU0063,PA,Pennsylvania DC,Amazon,CASE,9730
2026-W24,SKU0063,PA,Pennsylvania DC,Amazon,CASE,9280
2026-W25,SKU0063,PA,Pennsylvania DC,Amazon,CASE,9694
2026-W26,SKU0063,PA,Pennsylvania DC,Amazon,CASE,10020
2026-W15,SKU0064,TX,Texas DC,Target,CASE,13802
2026-W16,SKU0064,TX,Texas DC,Target,CASE,12711
2026-W17,SKU0064,TX,Texas DC,Target,CASE,12465
2026-W18,SKU0064,TX,Texas DC,Target,CASE,13249
2026-W19,SKU0064,TX,Texas DC,Target,CASE,13525
2026-W20,SKU0064,TX,Texas DC,Target,CASE,13245
2026-W21,SKU0064,TX,Texas DC,Target,CASE,13212
2026-W22,SKU0064,TX,Texas DC,Target,CASE,12537
2026-W23,SKU0064,TX,Texas DC,Target,CASE,12899
2026-W24,SKU0064,TX,Texas DC,Target,CASE,13088
2026-W25,SKU0064,TX,Texas DC,Target,CASE,13138
2026-W26,SKU0064,TX,Texas DC,Target,CASE,11744
2026-W15,SKU0064,WI,Wisconsin DC,Target,CASE,11550
2026-W16,SKU0064,WI,Wisconsin DC,Target,CASE,11357
2026-W17,SKU0064,WI,Wisconsin DC,Target,CASE,10719
2026-W18,SKU0064,WI,Wisconsin DC,Target,CASE,11027
2026-W19,SKU0064,WI,Wisconsin DC,Target,CASE,12455
2026-W20,SKU0064,WI,Wisconsin DC,Target,CASE,11932
2026-W21,SKU0064,WI,Wisconsin DC,Target,CASE,11628
2026-W22,SKU0064,WI,Wisconsin DC,Target,CASE,10859
2026-W23,SKU0064,WI,Wisconsin DC,Target,CASE,10460
2026-W24,SKU0064,WI,Wisconsin DC,Target,CASE,11346
2026-W25,SKU0064,WI,Wisconsin DC,Target,CASE,12546
2026-W26,SKU0064,WI,Wisconsin DC,Target,CASE,10628
2026-W15,SKU0065,PA,Pennsylvania DC,Amazon,CASE,9413
2026-W16,SKU0065,PA,Pennsylvania DC,Amazon,CASE,10106
2026-W17,SKU0065,PA,Pennsylvania DC,Amazon,CASE,9948
2026-W18,SKU0065,PA,Pennsylvania DC,Amazon,CASE,9113
2026-W19,SKU0065,PA,Pennsylvania DC,Amazon,CASE,8881
2026-W20,SKU0065,PA,Pennsylvania DC,Amazon,CASE,9723
2026-W21,SKU0065,PA,Pennsylvania DC,Amazon,CASE,8926
2026-W22,SKU0065,PA,Pennsylvania DC,Amazon,CASE,9663
2026-W23,SKU0065,PA,Pennsylvania DC,Amazon,CASE,9162
2026-W24,SKU0065,PA,Pennsylvania DC,Amazon,CASE,8372
2026-W25,SKU0065,PA,Pennsylvania DC,Amazon,CASE,8695
2026-W26,SKU0065,PA,Pennsylvania DC,Amazon,CASE,9046
2026-W15,SKU0065,FL,Florida DC,Amazon,CASE,8545
2026-W16,SKU0065,FL,Florida DC,Amazon,CASE,9386
2026-W17,SKU0065,FL,Florida DC,Amazon,CASE,8818
2026-W18,SKU0065,FL,Florida DC,Amazon,CASE,9243
2026-W19,SKU0065,FL,Florida DC,Amazon,CASE,8943
2026-W20,SKU0065,FL,Florida DC,Amazon,CASE,8872
2026-W21,SKU0065,FL,Florida DC,Amazon,CASE,8058
2026-W22,SKU0065,FL,Florida DC,Amazon,CASE,8686
2026-W23,SKU0065,FL,Florida DC,Amazon,CASE,8220
2026-W24,SKU0065,FL,Florida DC,Amazon,CASE,8440
2026-W25,SKU0065,FL,Florida DC,Amazon,CASE,8597
2026-W26,SKU0065,FL,Florida DC,Amazon,CASE,8274
2026-W15,SKU0066,TX,Texas DC,Amazon,CASE,13562
2026-W16,SKU0066,TX,Texas DC,Amazon,CASE,14198
2026-W17,SKU0066,TX,Texas DC,Amazon,CASE,12324
2026-W18,SKU0066,TX,Texas DC,Amazon,CASE,13680
2026-W19,SKU0066,TX,Texas DC,Amazon,CASE,13060
2026-W20,SKU0066,TX,Texas DC,Amazon,CASE,14612
2026-W21,SKU0066,TX,Texas DC,Amazon,CASE,12131
2026-W22,SKU0066,TX,Texas DC,Amazon,CASE,12871
2026-W23,SKU0066,TX,Texas DC,Amazon,CASE,13271
2026-W24,SKU0066,TX,Texas DC,Amazon,CASE,12381
2026-W25,SKU0066,TX,Texas DC,Amazon,CASE,15656
2026-W26,SKU0066,TX,Texas DC,Amazon,CASE,12914
2026-W15,SKU0066,WI,Wisconsin DC,Amazon,CASE,11929
2026-W16,SKU0066,WI,Wisconsin DC,Amazon,CASE,11586
2026-W17,SKU0066,WI,Wisconsin DC,Amazon,CASE,11042
2026-W18,SKU0066,WI,Wisconsin DC,Amazon,CASE,12269
2026-W19,SKU0066,WI,Wisconsin DC,Amazon,CASE,12173
2026-W20,SKU0066,WI,Wisconsin DC,Amazon,CASE,11992
2026-W21,SKU0066,WI,Wisconsin DC,Amazon,CASE,11077
2026-W22,SKU0066,WI,Wisconsin DC,Amazon,CASE,11389
2026-W23,SKU0066,WI,Wisconsin DC,Amazon,CASE,11138
2026-W24,SKU0066,WI,Wisconsin DC,Amazon,CASE,11228
2026-W25,SKU0066,WI,Wisconsin DC,Amazon,CASE,11966
2026-W26,SKU0066,WI,Wisconsin DC,Amazon,CASE,11031
2026-W15,SKU0066,NV,Nevada DC,Amazon,CASE,13161
2026-W16,SKU0066,NV,Nevada DC,Amazon,CASE,11793
2026-W17,SKU0066,NV,Nevada DC,Amazon,CASE,12805
2026-W18,SKU0066,NV,Nevada DC,Amazon,CASE,12166
2026-W19,SKU0066,NV,Nevada DC,Amazon,CASE,12759
2026-W20,SKU0066,NV,Nevada DC,Amazon,CASE,11947
2026-W21,SKU0066,NV,Nevada DC,Amazon,CASE,12394
2026-W22,SKU0066,NV,Nevada DC,Amazon,CASE,12527
2026-W23,SKU0066,NV,Nevada DC,Amazon,CASE,12336
2026-W24,SKU0066,NV,Nevada DC,Amazon,CASE,11884
2026-W25,SKU0066,NV,Nevada DC,Amazon,CASE,12155
2026-W26,SKU0066,NV,Nevada DC,Amazon,CASE,11870
2026-W15,SKU0066,PA,Pennsylvania DC,Amazon,CASE,14206
2026-W16,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13701
2026-W17,SKU0066,PA,Pennsylvania DC,Amazon,CASE,14206
2026-W18,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13251
2026-W19,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13294
2026-W20,SKU0066,PA,Pennsylvania DC,Amazon,CASE,14208
2026-W21,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13400
2026-W22,SKU0066,PA,Pennsylvania DC,Amazon,CASE,14832
2026-W23,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13971
2026-W24,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13215
2026-W25,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13622
2026-W26,SKU0066,PA,Pennsylvania DC,Amazon,CASE,13627
2026-W15,SKU0066,TX,Texas DC,Target,CASE,14849
2026-W16,SKU0066,TX,Texas DC,Target,CASE,15809
2026-W17,SKU0066,TX,Texas DC,Target,CASE,14335
2026-W18,SKU0066,TX,Texas DC,Target,CASE,15743
2026-W19,SKU0066,TX,Texas DC,Target,CASE,14445
2026-W20,SKU0066,TX,Texas DC,Target,CASE,14050
2026-W21,SKU0066,TX,Texas DC,Target,CASE,14545
2026-W22,SKU0066,TX,Texas DC,Target,CASE,14597
2026-W23,SKU0066,TX,Texas DC,Target,CASE,15682
2026-W24,SKU0066,TX,Texas DC,Target,CASE,14066
2026-W25,SKU0066,TX,Texas DC,Target,CASE,13987
2026-W26,SKU0066,TX,Texas DC,Target,CASE,14194
2026-W15,SKU0066,FL,Florida DC,Target,CASE,14485
2026-W16,SKU0066,FL,Florida DC,Target,CASE,13996
2026-W17,SKU0066,FL,Florida DC,Target,CASE,14255
2026-W18,SKU0066,FL,Florida DC,Target,CASE,14698
2026-W19,SKU0066,FL,Florida DC,Target,CASE,13989
2026-W20,SKU0066,FL,Florida DC,Target,CASE,15436
2026-W21,SKU0066,FL,Florida DC,Target,CASE,15385
2026-W22,SKU0066,FL,Florida DC,Target,CASE,12358
2026-W23,SKU0066,FL,Florida DC,Target,CASE,14576
2026-W24,SKU0066,FL,Florida DC,Target,CASE,14263
2026-W25,SKU0066,FL,Florida DC,Target,CASE,14364
2026-W26,SKU0066,FL,Florida DC,Target,CASE,14873
2026-W15,SKU0066,WI,Wisconsin DC,Target,CASE,12104
2026-W16,SKU0066,WI,Wisconsin DC,Target,CASE,12622
2026-W17,SKU0066,WI,Wisconsin DC,Target,CASE,13115
2026-W18,SKU0066,WI,Wisconsin DC,Target,CASE,12156
2026-W19,SKU0066,WI,Wisconsin DC,Target,CASE,12450
2026-W20,SKU0066,WI,Wisconsin DC,Target,CASE,12127
2026-W21,SKU0066,WI,Wisconsin DC,Target,CASE,13182
2026-W22,SKU0066,WI,Wisconsin DC,Target,CASE,12498
2026-W23,SKU0066,WI,Wisconsin DC,Target,CASE,12732
2026-W24,SKU0066,WI,Wisconsin DC,Target,CASE,12710
2026-W25,SKU0066,WI,Wisconsin DC,Target,CASE,13521
2026-W26,SKU0066,WI,Wisconsin DC,Target,CASE,12909
2026-W15,SKU0066,PA,Pennsylvania DC,Target,CASE,14574
2026-W16,SKU0066,PA,Pennsylvania DC,Target,CASE,16038
2026-W17,SKU0066,PA,Pennsylvania DC,Target,CASE,15865
2026-W18,SKU0066,PA,Pennsylvania DC,Target,CASE,14697
2026-W19,SKU0066,PA,Pennsylvania DC,Target,CASE,14895
2026-W20,SKU0066,PA,Pennsylvania DC,Target,CASE,14752
2026-W21,SKU0066,PA,Pennsylvania DC,Target,CASE,14542
2026-W22,SKU0066,PA,Pennsylvania DC,Target,CASE,14501
2026-W23,SKU0066,PA,Pennsylvania DC,Target,CASE,13811
2026-W24,SKU0066,PA,Pennsylvania DC,Target,CASE,13424
2026-W25,SKU0066,PA,Pennsylvania DC,Target,CASE,14457
2026-W26,SKU0066,PA,Pennsylvania DC,Target,CASE,13993
2026-W15,SKU0066,WA,Washington DC,Target,CASE,12785
2026-W16,SKU0066,WA,Washington DC,Target,CASE,12152
2026-W17,SKU0066,WA,Washington DC,Target,CASE,11890
2026-W18,SKU0066,WA,Washington DC,Target,CASE,13652
2026-W19,SKU0066,WA,Washington DC,Target,CASE,12147
2026-W20,SKU0066,WA,Washington DC,Target,CASE,13180
2026-W21,SKU0066,WA,Washington DC,Target,CASE,13987
2026-W22,SKU0066,WA,Washington DC,Target,CASE,14056
2026-W23,SKU0066,WA,Washington DC,Target,CASE,12688
2026-W24,SKU0066,WA,Washington DC,Target,CASE,13315
2026-W25,SKU0066,WA,Washington DC,Target,CASE,14322
2026-W26,SKU0066,WA,Washington DC,Target,CASE,14485
2026-W15,SKU0066,FL,Florida DC,Walmart,CASE,17731
2026-W16,SKU0066,FL,Florida DC,Walmart,CASE,15678
2026-W17,SKU0066,FL,Florida DC,Walmart,CASE,19681
2026-W18,SKU0066,FL,Florida DC,Walmart,CASE,16349
2026-W19,SKU0066,FL,Florida DC,Walmart,CASE,18865
2026-W20,SKU0066,FL,Florida DC,Walmart,CASE,18778
2026-W21,SKU0066,FL,Florida DC,Walmart,CASE,17223
2026-W22,SKU0066,FL,Florida DC,Walmart,CASE,17751
2026-W23,SKU0066,FL,Florida DC,Walmart,CASE,16433
2026-W24,SKU0066,FL,Florida DC,Walmart,CASE,16660
2026-W25,SKU0066,FL,Florida DC,Walmart,CASE,17880
2026-W26,SKU0066,FL,Florida DC,Walmart,CASE,17360
2026-W15,SKU0066,NV,Nevada DC,Walmart,CASE,16747
2026-W16,SKU0066,NV,Nevada DC,Walmart,CASE,17157
2026-W17,SKU0066,NV,Nevada DC,Walmart,CASE,16423
2026-W18,SKU0066,NV,Nevada DC,Walmart,CASE,16715
2026-W19,SKU0066,NV,Nevada DC,Walmart,CASE,15249
2026-W20,SKU0066,NV,Nevada DC,Walmart,CASE,15327
2026-W21,SKU0066,NV,Nevada DC,Walmart,CASE,15094
2026-W22,SKU0066,NV,Nevada DC,Walmart,CASE,16162
2026-W23,SKU0066,NV,Nevada DC,Walmart,CASE,15948
2026-W24,SKU0066,NV,Nevada DC,Walmart,CASE,14942
2026-W25,SKU0066,NV,Nevada DC,Walmart,CASE,14787
2026-W26,SKU0066,NV,Nevada DC,Walmart,CASE,15127
2026-W15,SKU0066,TX,Texas DC,Walmart,CASE,20178
2026-W16,SKU0066,TX,Texas DC,Walmart,CASE,19648
2026-W17,SKU0066,TX,Texas DC,Walmart,CASE,20003
2026-W18,SKU0066,TX,Texas DC,Walmart,CASE,19145
2026-W19,SKU0066,TX,Texas DC,Walmart,CASE,18667
2026-W20,SKU0066,TX,Texas DC,Walmart,CASE,19901
2026-W21,SKU0066,TX,Texas DC,Walmart,CASE,16838
2026-W22,SKU0066,TX,Texas DC,Walmart,CASE,18357
2026-W23,SKU0066,TX,Texas DC,Walmart,CASE,18237
2026-W24,SKU0066,TX,Texas DC,Walmart,CASE,19695
2026-W25,SKU0066,TX,Texas DC,Walmart,CASE,19594
2026-W26,SKU0066,TX,Texas DC,Walmart,CASE,18416
2026-W15,SKU0067,TX,Texas DC,Amazon,CASE,13712
2026-W16,SKU0067,TX,Texas DC,Amazon,CASE,14025
2026-W17,SKU0067,TX,Texas DC,Amazon,CASE,12502
2026-W18,SKU0067,TX,Texas DC,Amazon,CASE,12834
2026-W19,SKU0067,TX,Texas DC,Amazon,CASE,13168
2026-W20,SKU0067,TX,Texas DC,Amazon,CASE,12259
2026-W21,SKU0067,TX,Texas DC,Amazon,CASE,13043
2026-W22,SKU0067,TX,Texas DC,Amazon,CASE,13197
2026-W23,SKU0067,TX,Texas DC,Amazon,CASE,12352
2026-W24,SKU0067,TX,Texas DC,Amazon,CASE,12641
2026-W25,SKU0067,TX,Texas DC,Amazon,CASE,12671
2026-W26,SKU0067,TX,Texas DC,Amazon,CASE,11594
2026-W15,SKU0067,FL,Florida DC,Amazon,CASE,12195
2026-W16,SKU0067,FL,Florida DC,Amazon,CASE,12900
2026-W17,SKU0067,FL,Florida DC,Amazon,CASE,11934
2026-W18,SKU0067,FL,Florida DC,Amazon,CASE,13369
2026-W19,SKU0067,FL,Florida DC,Amazon,CASE,12448
2026-W20,SKU0067,FL,Florida DC,Amazon,CASE,11648
2026-W21,SKU0067,FL,Florida DC,Amazon,CASE,11623
2026-W22,SKU0067,FL,Florida DC,Amazon,CASE,11864
2026-W23,SKU0067,FL,Florida DC,Amazon,CASE,12812
2026-W24,SKU0067,FL,Florida DC,Amazon,CASE,12348
2026-W25,SKU0067,FL,Florida DC,Amazon,CASE,12559
2026-W26,SKU0067,FL,Florida DC,Amazon,CASE,11753
2026-W15,SKU0067,PA,Pennsylvania DC,Amazon,CASE,14371
2026-W16,SKU0067,PA,Pennsylvania DC,Amazon,CASE,14209
2026-W17,SKU0067,PA,Pennsylvania DC,Amazon,CASE,14534
2026-W18,SKU0067,PA,Pennsylvania DC,Amazon,CASE,13940
2026-W19,SKU0067,PA,Pennsylvania DC,Amazon,CASE,12771
2026-W20,SKU0067,PA,Pennsylvania DC,Amazon,CASE,13201
2026-W21,SKU0067,PA,Pennsylvania DC,Amazon,CASE,13663
2026-W22,SKU0067,PA,Pennsylvania DC,Amazon,CASE,12460
2026-W23,SKU0067,PA,Pennsylvania DC,Amazon,CASE,13545
2026-W24,SKU0067,PA,Pennsylvania DC,Amazon,CASE,12331
2026-W25,SKU0067,PA,Pennsylvania DC,Amazon,CASE,12949
2026-W26,SKU0067,PA,Pennsylvania DC,Amazon,CASE,12499
2026-W15,SKU0067,NV,Nevada DC,Amazon,CASE,11910
2026-W16,SKU0067,NV,Nevada DC,Amazon,CASE,11691
2026-W17,SKU0067,NV,Nevada DC,Amazon,CASE,12184
2026-W18,SKU0067,NV,Nevada DC,Amazon,CASE,12852
2026-W19,SKU0067,NV,Nevada DC,Amazon,CASE,11598
2026-W20,SKU0067,NV,Nevada DC,Amazon,CASE,12588
2026-W21,SKU0067,NV,Nevada DC,Amazon,CASE,12851
2026-W22,SKU0067,NV,Nevada DC,Amazon,CASE,12729
2026-W23,SKU0067,NV,Nevada DC,Amazon,CASE,12487
2026-W24,SKU0067,NV,Nevada DC,Amazon,CASE,12668
2026-W25,SKU0067,NV,Nevada DC,Amazon,CASE,11706
2026-W26,SKU0067,NV,Nevada DC,Amazon,CASE,12977
2026-W15,SKU0067,WI,Wisconsin DC,Amazon,CASE,11519
2026-W16,SKU0067,WI,Wisconsin DC,Amazon,CASE,10956
2026-W17,SKU0067,WI,Wisconsin DC,Amazon,CASE,11104
2026-W18,SKU0067,WI,Wisconsin DC,Amazon,CASE,11500
2026-W19,SKU0067,WI,Wisconsin DC,Amazon,CASE,11866
2026-W20,SKU0067,WI,Wisconsin DC,Amazon,CASE,10472
2026-W21,SKU0067,WI,Wisconsin DC,Amazon,CASE,11345
2026-W22,SKU0067,WI,Wisconsin DC,Amazon,CASE,11207
2026-W23,SKU0067,WI,Wisconsin DC,Amazon,CASE,10489
2026-W24,SKU0067,WI,Wisconsin DC,Amazon,CASE,11455
2026-W25,SKU0067,WI,Wisconsin DC,Amazon,CASE,10818
2026-W26,SKU0067,WI,Wisconsin DC,Amazon,CASE,11204
2026-W15,SKU0067,PA,Pennsylvania DC,Walmart,CASE,17200
2026-W16,SKU0067,PA,Pennsylvania DC,Walmart,CASE,19424
2026-W17,SKU0067,PA,Pennsylvania DC,Walmart,CASE,17898
2026-W18,SKU0067,PA,Pennsylvania DC,Walmart,CASE,16878
